Country,Region,Year,GDP_Billion_USD,Latitude,Longitude
Estonia,Europe,2015,27.642,58.5953,25.0136
Fiji,Oceania,2025,6.008,-17.7134,178.065
Mexico,North America,2006,911.955,23.6345,-102.5528
Romania,Europe,2023,216.905,45.9432,24.9668
Mexico,North America,2012,1044.385,23.6345,-102.5528
Belgium,Europe,2007,294.873,50.5039,4.4699
Algeria,Africa,2020,190.459,28.0339,1.6596
Romania,Europe,2005,119.506,45.9432,24.9668
Costa Rica,Central America,2022,31.634,9.7489,-83.7534
Mexico,North America,2026,1425.462,23.6345,-102.5528
Algeria,Africa,2023,198.538,28.0339,1.6596
Estonia,Europe,2019,29.457,58.5953,25.0136
Mexico,North America,2024,1371.907,23.6345,-102.5528
Estonia,Europe,2026,34.048,58.5953,25.0136
Belgium,Europe,2014,325.473,50.5039,4.4699
Romania,Europe,2017,179.799,45.9432,24.9668
Estonia,Europe,2025,36.383,58.5953,25.0136
India,South Asia,2020,2575.877,20.5937,78.9629
Romania,Europe,2012,158.595,45.9432,24.9668
Nepal,South Asia,2005,6.476,28.3949,84.124
Bhutan,South Asia,2016,4.011,27.5142,90.4336
Estonia,Europe,2006,22.473,58.5953,25.0136
Algeria,Africa,2017,166.295,28.0339,1.6596
India,South Asia,2014,1513.82,20.5937,78.9629
Fiji,Oceania,2005,3.39,-17.7134,178.065
India,South Asia,2005,780.424,20.5937,78.9629
Singapore,Asia,2013,264.718,1.3521,103.8198
Romania,Europe,2024,244.41,45.9432,24.9668
Costa Rica,Central America,2022,33.067,9.7489,-83.7534
Singapore,Asia,2006,194.637,1.3521,103.8198
India,South Asia,2011,1214.322,20.5937,78.9629
Estonia,Europe,2021,27.321,58.5953,25.0136
Singapore,Asia,2013,265.886,1.3521,103.8198
Mexico,North America,2019,1160.797,23.6345,-102.5528
Algeria,Africa,2007,149.717,28.0339,1.6596
Algeria,Africa,2019,180.993,28.0339,1.6596
Fiji,Oceania,2010,3.646,-17.7134,178.065
India,South Asia,2013,1252.472,20.5937,78.9629
Bhutan,South Asia,2020,5.213,27.5142,90.4336
Romania,Europe,2010,158.406,45.9432,24.9668
Fiji,Oceania,2014,3.967,-17.7134,178.065
Romania,Europe,2019,225.054,45.9432,24.9668
Fiji,Oceania,2007,3.352,-17.7134,178.065
Algeria,Africa,2018,198.791,28.0339,1.6596
Costa Rica,Central America,2022,32.055,9.7489,-83.7534
Singapore,Asia,2008,207.031,1.3521,103.8198
Estonia,Europe,2005,21.68,58.5953,25.0136
Nepal,South Asia,2005,6.319,28.3949,84.124
Mexico,North America,2020,994.228,23.6345,-102.5528
Fiji,Oceania,2025,5.665,-17.7134,178.065
Mexico,North America,2005,923.847,23.6345,-102.5528
Romania,Europe,2024,221.081,45.9432,24.9668
Bhutan,South Asia,2011,3.187,27.5142,90.4336
Romania,Europe,2016,198.561,45.9432,24.9668
Fiji,Oceania,2009,3.301,-17.7134,178.065
Romania,Europe,2005,135.678,45.9432,24.9668
Singapore,Asia,2026,449.889,1.3521,103.8198
Estonia,Europe,2015,25.051,58.5953,25.0136
Belgium,Europe,2015,331.78,50.5039,4.4699
India,South Asia,2016,1846.343,20.5937,78.9629
Romania,Europe,2009,138.599,45.9432,24.9668
Singapore,Asia,2024,371.875,1.3521,103.8198
Bhutan,South Asia,2025,6.523,27.5142,90.4336
Estonia,Europe,2020,31.779,58.5953,25.0136
Singapore,Asia,2007,216.645,1.3521,103.8198
Fiji,Oceania,2021,4.916,-17.7134,178.065
Costa Rica,Central America,2010,23.085,9.7489,-83.7534
Singapore,Asia,2018,302.537,1.3521,103.8198
India,South Asia,2013,1308.113,20.5937,78.9629
Costa Rica,Central America,2026,38.429,9.7489,-83.7534
Algeria,Africa,2011,162.654,28.0339,1.6596
Algeria,Africa,2018,199.306,28.0339,1.6596
Singapore,Asia,2021,353.633,1.3521,103.8198
Nepal,South Asia,2026,17.882,28.3949,84.124
Singapore,Asia,2015,265.889,1.3521,103.8198
Estonia,Europe,2024,32.292,58.5953,25.0136
Belgium,Europe,2022,341.779,50.5039,4.4699
India,South Asia,2020,2420.045,20.5937,78.9629
Estonia,Europe,2026,32.639,58.5953,25.0136
Romania,Europe,2005,126.862,45.9432,24.9668
Nepal,South Asia,2006,6.563,28.3949,84.124
Nepal,South Asia,2022,13.815,28.3949,84.124
Fiji,Oceania,2008,3.386,-17.7134,178.065
Mexico,North America,2005,899.839,23.6345,-102.5528
Algeria,Africa,2019,181.224,28.0339,1.6596
Singapore,Asia,2006,196.771,1.3521,103.8198
Costa Rica,Central America,2015,29.62,9.7489,-83.7534
India,South Asia,2007,893.071,20.5937,78.9629
Fiji,Oceania,2014,3.94,-17.7134,178.065
Estonia,Europe,2008,22.752,58.5953,25.0136
Bhutan,South Asia,2024,6.298,27.5142,90.4336
Bhutan,South Asia,2025,6.727,27.5142,90.4336
Fiji,Oceania,2005,2.799,-17.7134,178.065
Nepal,South Asia,2009,7.812,28.3949,84.124
Costa Rica,Central America,2013,27.85,9.7489,-83.7534
Mexico,North America,2021,1298.263,23.6345,-102.5528
Bhutan,South Asia,2005,2.137,27.5142,90.4336
Fiji,Oceania,2004,2.913,-17.7134,178.065
Estonia,Europe,2006,18.902,58.5953,25.0136
Costa Rica,Central America,2006,20.964,9.7489,-83.7534
Belgium,Europe,2006,335.336,50.5039,4.4699
Nepal,South Asia,2006,6.56,28.3949,84.124
Singapore,Asia,2019,330.963,1.3521,103.8198
Mexico,North America,2008,897.799,23.6345,-102.5528
India,South Asia,2012,1099.684,20.5937,78.9629
Algeria,Africa,2021,195.572,28.0339,1.6596
Estonia,Europe,2008,23.007,58.5953,25.0136
Bhutan,South Asia,2012,3.41,27.5142,90.4336
Mexico,North America,2005,900.976,23.6345,-102.5528
Romania,Europe,2009,135.214,45.9432,24.9668
Mexico,North America,2005,1015.864,23.6345,-102.5528
Bhutan,South Asia,2012,3.375,27.5142,90.4336
Romania,Europe,2022,213.597,45.9432,24.9668
Estonia,Europe,2016,29.289,58.5953,25.0136
Romania,Europe,2025,225.302,45.9432,24.9668
Nepal,South Asia,2013,10.225,28.3949,84.124
Bhutan,South Asia,2025,6.302,27.5142,90.4336
Estonia,Europe,2010,22.808,58.5953,25.0136
Nepal,South Asia,2026,16.984,28.3949,84.124
India,South Asia,2012,1212.147,20.5937,78.9629
Fiji,Oceania,2022,5.113,-17.7134,178.065
Bhutan,South Asia,2010,2.895,27.5142,90.4336
Costa Rica,Central America,2004,23.22,9.7489,-83.7534
Mexico,North America,2016,1127.171,23.6345,-102.5528
India,South Asia,2019,2226.173,20.5937,78.9629
Mexico,North America,2019,1145.343,23.6345,-102.5528
Bhutan,South Asia,2011,2.87,27.5142,90.4336
Romania,Europe,2019,196.734,45.9432,24.9668
Algeria,Africa,2006,149.967,28.0339,1.6596
Mexico,North America,2022,1286.411,23.6345,-102.5528
Fiji,Oceania,2009,3.24,-17.7134,178.065
Belgium,Europe,2025,390.328,50.5039,4.4699
Belgium,Europe,2009,294.414,50.5039,4.4699
Bhutan,South Asia,2004,1.89,27.5142,90.4336
Fiji,Oceania,2007,3.188,-17.7134,178.065
Costa Rica,Central America,2020,33.609,9.7489,-83.7534
Singapore,Asia,2010,238.766,1.3521,103.8198
Nepal,South Asia,2018,11.614,28.3949,84.124
Costa Rica,Central America,2025,35.971,9.7489,-83.7534
India,South Asia,2021,2685.891,20.5937,78.9629
Belgium,Europe,2019,351.506,50.5039,4.4699
Romania,Europe,2008,163.399,45.9432,24.9668
Algeria,Africa,2008,154.813,28.0339,1.6596
Belgium,Europe,2025,338.197,50.5039,4.4699
Romania,Europe,2018,199.446,45.9432,24.9668
Costa Rica,Central America,2009,27.513,9.7489,-83.7534
Belgium,Europe,2004,300.12,50.5039,4.4699
Romania,Europe,2009,162.786,45.9432,24.9668
Costa Rica,Central America,2020,31.12,9.7489,-83.7534
Costa Rica,Central America,2024,37.126,9.7489,-83.7534
Bhutan,South Asia,2022,5.623,27.5142,90.4336
Bhutan,South Asia,2013,3.44,27.5142,90.4336
Bhutan,South Asia,2008,2.286,27.5142,90.4336
Estonia,Europe,2021,31.289,58.5953,25.0136
India,South Asia,2015,1448.256,20.5937,78.9629
Singapore,Asia,2008,204.404,1.3521,103.8198
Mexico,North America,2008,934.527,23.6345,-102.5528
Fiji,Oceania,2013,4.24,-17.7134,178.065
Nepal,South Asia,2020,14.096,28.3949,84.124
Algeria,Africa,2008,150.716,28.0339,1.6596
Mexico,North America,2016,1048.999,23.6345,-102.5528
Fiji,Oceania,2022,5.563,-17.7134,178.065
Belgium,Europe,2022,351.729,50.5039,4.4699
Belgium,Europe,2014,333.861,50.5039,4.4699
Estonia,Europe,2026,29.877,58.5953,25.0136
Costa Rica,Central America,2016,31.464,9.7489,-83.7534
Costa Rica,Central America,2024,32.862,9.7489,-83.7534
Romania,Europe,2015,190.349,45.9432,24.9668
Nepal,South Asia,2021,14.555,28.3949,84.124
Nepal,South Asia,2010,8.674,28.3949,84.124
Romania,Europe,2008,150.313,45.9432,24.9668
Bhutan,South Asia,2018,4.341,27.5142,90.4336
Fiji,Oceania,2013,3.938,-17.7134,178.065
Singapore,Asia,2026,424.847,1.3521,103.8198
Belgium,Europe,2010,332.964,50.5039,4.4699
Algeria,Africa,2010,149.096,28.0339,1.6596
Belgium,Europe,2021,358.886,50.5039,4.4699
Bhutan,South Asia,2008,2.625,27.5142,90.4336
Fiji,Oceania,2014,4.053,-17.7134,178.065
Bhutan,South Asia,2026,7.91,27.5142,90.4336
Costa Rica,Central America,2021,35.544,9.7489,-83.7534
Romania,Europe,2005,129.672,45.9432,24.9668
Fiji,Oceania,2020,4.984,-17.7134,178.065
Belgium,Europe,2019,353.525,50.5039,4.4699
Costa Rica,Central America,2025,39.385,9.7489,-83.7534
Belgium,Europe,2015,337.375,50.5039,4.4699
Belgium,Europe,2010,294.796,50.5039,4.4699
Costa Rica,Central America,2015,27.383,9.7489,-83.7534
Romania,Europe,2026,252.454,45.9432,24.9668
Belgium,Europe,2006,331.209,50.5039,4.4699
Belgium,Europe,2020,364.153,50.5039,4.4699
Nepal,South Asia,2026,17.249,28.3949,84.124
Estonia,Europe,2023,31.932,58.5953,25.0136
Mexico,North America,2014,1022.183,23.6345,-102.5528
Belgium,Europe,2016,355.499,50.5039,4.4699
Estonia,Europe,2020,26.045,58.5953,25.0136
Algeria,Africa,2009,156.984,28.0339,1.6596
Mexico,North America,2018,1201.54,23.6345,-102.5528
Romania,Europe,2016,192.742,45.9432,24.9668
India,South Asia,2020,2283.217,20.5937,78.9629
Nepal,South Asia,2006,6.69,28.3949,84.124
Algeria,Africa,2009,170.473,28.0339,1.6596
Fiji,Oceania,2006,2.944,-17.7134,178.065
Costa Rica,Central America,2024,33.522,9.7489,-83.7534
Nepal,South Asia,2025,17.667,28.3949,84.124
Algeria,Africa,2016,184.18,28.0339,1.6596
Costa Rica,Central America,2009,24.846,9.7489,-83.7534
Costa Rica,Central America,2024,34.191,9.7489,-83.7534
India,South Asia,2010,1157.97,20.5937,78.9629
Algeria,Africa,2020,177.125,28.0339,1.6596
Algeria,Africa,2026,205.532,28.0339,1.6596
Nepal,South Asia,2011,8.329,28.3949,84.124
Nepal,South Asia,2024,17.349,28.3949,84.124
Singapore,Asia,2015,286.483,1.3521,103.8198
Singapore,Asia,2017,291.542,1.3521,103.8198
Bhutan,South Asia,2017,4.093,27.5142,90.4336
India,South Asia,2021,2759.819,20.5937,78.9629
Algeria,Africa,2020,194.48,28.0339,1.6596
India,South Asia,2014,1518.217,20.5937,78.9629
Romania,Europe,2024,229.556,45.9432,24.9668
Fiji,Oceania,2011,3.712,-17.7134,178.065
Singapore,Asia,2022,363.905,1.3521,103.8198
India,South Asia,2009,1007.269,20.5937,78.9629
Costa Rica,Central America,2008,25.381,9.7489,-83.7534
Mexico,North America,2006,943.333,23.6345,-102.5528
Algeria,Africa,2016,177.843,28.0339,1.6596
Estonia,Europe,2013,23.582,58.5953,25.0136
India,South Asia,2010,1111.832,20.5937,78.9629
Singapore,Asia,2011,227.096,1.3521,103.8198
Algeria,Africa,2024,213.355,28.0339,1.6596
Mexico,North America,2006,873.487,23.6345,-102.5528
India,South Asia,2011,1199.065,20.5937,78.9629
Algeria,Africa,2020,206.578,28.0339,1.6596
Mexico,North America,2021,1206.931,23.6345,-102.5528
India,South Asia,2006,826.491,20.5937,78.9629
Algeria,Africa,2020,195.512,28.0339,1.6596
Fiji,Oceania,2004,2.995,-17.7134,178.065
Fiji,Oceania,2005,2.885,-17.7134,178.065
Estonia,Europe,2016,28.565,58.5953,25.0136
Costa Rica,Central America,2017,30.552,9.7489,-83.7534
Estonia,Europe,2019,30.044,58.5953,25.0136
Fiji,Oceania,2013,3.857,-17.7134,178.065
Bhutan,South Asia,2015,3.852,27.5142,90.4336
Romania,Europe,2005,136.632,45.9432,24.9668
Nepal,South Asia,2025,18.512,28.3949,84.124
India,South Asia,2020,2368.028,20.5937,78.9629
Algeria,Africa,2006,162.434,28.0339,1.6596
Singapore,Asia,2024,384.694,1.3521,103.8198
Bhutan,South Asia,2011,2.911,27.5142,90.4336
Singapore,Asia,2019,319.254,1.3521,103.8198
India,South Asia,2026,3930.186,20.5937,78.9629
Nepal,South Asia,2023,14.145,28.3949,84.124
Romania,Europe,2012,173.744,45.9432,24.9668
Belgium,Europe,2020,378.092,50.5039,4.4699
Algeria,Africa,2013,171.917,28.0339,1.6596
Nepal,South Asia,2007,7.228,28.3949,84.124
Romania,Europe,2021,235.815,45.9432,24.9668
Costa Rica,Central America,2009,26.421,9.7489,-83.7534
Romania,Europe,2020,208.279,45.9432,24.9668
Romania,Europe,2020,203.335,45.9432,24.9668
Bhutan,South Asia,2023,6.779,27.5142,90.4336
India,South Asia,2010,1163.778,20.5937,78.9629
Nepal,South Asia,2011,7.901,28.3949,84.124
Mexico,North America,2025,1277.283,23.6345,-102.5528
Belgium,Europe,2023,336.26,50.5039,4.4699
Bhutan,South Asia,2011,2.964,27.5142,90.4336
Mexico,North America,2014,1105.753,23.6345,-102.5528
Mexico,North America,2008,936.56,23.6345,-102.5528
Mexico,North America,2026,1420.955,23.6345,-102.5528
India,South Asia,2024,3214.062,20.5937,78.9629
Bhutan,South Asia,2007,2.2,27.5142,90.4336
Estonia,Europe,2017,27.834,58.5953,25.0136
Mexico,North America,2024,1344.171,23.6345,-102.5528
Costa Rica,Central America,2024,37.423,9.7489,-83.7534
Romania,Europe,2016,179.629,45.9432,24.9668
Costa Rica,Central America,2022,34.924,9.7489,-83.7534
Bhutan,South Asia,2026,6.729,27.5142,90.4336
India,South Asia,2010,1027.148,20.5937,78.9629
Estonia,Europe,2007,22.767,58.5953,25.0136
Romania,Europe,2004,128.876,45.9432,24.9668
Belgium,Europe,2009,307.0,50.5039,4.4699
Mexico,North America,2023,1191.218,23.6345,-102.5528
Singapore,Asia,2026,421.129,1.3521,103.8198
Mexico,North America,2021,1267.69,23.6345,-102.5528
Nepal,South Asia,2005,6.773,28.3949,84.124
Singapore,Asia,2023,375.743,1.3521,103.8198
Algeria,Africa,2026,230.77,28.0339,1.6596
Bhutan,South Asia,2005,1.909,27.5142,90.4336
Singapore,Asia,2006,178.33,1.3521,103.8198
Romania,Europe,2016,181.537,45.9432,24.9668
Bhutan,South Asia,2020,4.986,27.5142,90.4336
Nepal,South Asia,2021,14.02,28.3949,84.124
Belgium,Europe,2017,308.007,50.5039,4.4699
Nepal,South Asia,2023,15.222,28.3949,84.124
Romania,Europe,2016,180.929,45.9432,24.9668
Costa Rica,Central America,2025,37.631,9.7489,-83.7534
Mexico,North America,2013,1103.464,23.6345,-102.5528
Bhutan,South Asia,2025,6.602,27.5142,90.4336
Singapore,Asia,2021,357.975,1.3521,103.8198
Costa Rica,Central America,2018,30.382,9.7489,-83.7534
Fiji,Oceania,2021,4.597,-17.7134,178.065
Algeria,Africa,2019,194.398,28.0339,1.6596
Mexico,North America,2019,1303.093,23.6345,-102.5528
Nepal,South Asia,2021,14.844,28.3949,84.124
Romania,Europe,2024,238.71,45.9432,24.9668
Algeria,Africa,2004,150.955,28.0339,1.6596
Estonia,Europe,2024,31.969,58.5953,25.0136
Belgium,Europe,2020,380.863,50.5039,4.4699
Estonia,Europe,2010,23.304,58.5953,25.0136
Costa Rica,Central America,2014,27.622,9.7489,-83.7534
Romania,Europe,2008,154.641,45.9432,24.9668
Mexico,North America,2017,1101.45,23.6345,-102.5528
Romania,Europe,2007,145.772,45.9432,24.9668
Nepal,South Asia,2018,12.568,28.3949,84.124
Bhutan,South Asia,2004,1.97,27.5142,90.4336
Romania,Europe,2025,232.269,45.9432,24.9668
Romania,Europe,2019,205.057,45.9432,24.9668
Bhutan,South Asia,2008,2.564,27.5142,90.4336
Nepal,South Asia,2018,12.783,28.3949,84.124
Romania,Europe,2023,250.5,45.9432,24.9668
Belgium,Europe,2020,337.787,50.5039,4.4699
Romania,Europe,2022,209.007,45.9432,24.9668
Fiji,Oceania,2019,4.995,-17.7134,178.065
Algeria,Africa,2009,148.332,28.0339,1.6596
Mexico,North America,2018,1089.173,23.6345,-102.5528
Algeria,Africa,2022,183.744,28.0339,1.6596
Singapore,Asia,2018,312.919,1.3521,103.8198
Costa Rica,Central America,2026,39.601,9.7489,-83.7534
Nepal,South Asia,2019,12.185,28.3949,84.124
Fiji,Oceania,2022,5.253,-17.7134,178.065
Estonia,Europe,2017,29.12,58.5953,25.0136
India,South Asia,2021,2804.499,20.5937,78.9629
Bhutan,South Asia,2019,4.904,27.5142,90.4336
Singapore,Asia,2021,357.798,1.3521,103.8198
Singapore,Asia,2009,216.704,1.3521,103.8198
Mexico,North America,2009,1029.306,23.6345,-102.5528
Singapore,Asia,2018,304.639,1.3521,103.8198
Mexico,North America,2013,993.25,23.6345,-102.5528
Algeria,Africa,2006,162.077,28.0339,1.6596
Bhutan,South Asia,2018,4.32,27.5142,90.4336
Estonia,Europe,2024,31.093,58.5953,25.0136
Algeria,Africa,2013,159.54,28.0339,1.6596
Belgium,Europe,2006,331.299,50.5039,4.4699
Singapore,Asia,2021,332.598,1.3521,103.8198
Estonia,Europe,2014,24.315,58.5953,25.0136
Romania,Europe,2011,157.004,45.9432,24.9668
Costa Rica,Central America,2020,30.789,9.7489,-83.7534
Mexico,North America,2007,1014.881,23.6345,-102.5528
Nepal,South Asia,2023,14.646,28.3949,84.124
Mexico,North America,2009,928.421,23.6345,-102.5528
Belgium,Europe,2016,342.035,50.5039,4.4699
Belgium,Europe,2015,320.552,50.5039,4.4699
Costa Rica,Central America,2009,26.253,9.7489,-83.7534
India,South Asia,2021,2491.053,20.5937,78.9629
Belgium,Europe,2024,404.484,50.5039,4.4699
India,South Asia,2024,3187.252,20.5937,78.9629
Costa Rica,Central America,2019,31.754,9.7489,-83.7534
Costa Rica,Central America,2010,24.387,9.7489,-83.7534
Romania,Europe,2014,191.139,45.9432,24.9668
Singapore,Asia,2004,178.499,1.3521,103.8198
Bhutan,South Asia,2004,1.959,27.5142,90.4336
Singapore,Asia,2015,262.666,1.3521,103.8198
Fiji,Oceania,2004,3.029,-17.7134,178.065
Belgium,Europe,2016,345.774,50.5039,4.4699
Belgium,Europe,2026,346.119,50.5039,4.4699
Costa Rica,Central America,2025,37.36,9.7489,-83.7534
Bhutan,South Asia,2011,3.025,27.5142,90.4336
Romania,Europe,2026,250.941,45.9432,24.9668
Fiji,Oceania,2004,2.807,-17.7134,178.065
Costa Rica,Central America,2013,30.348,9.7489,-83.7534
India,South Asia,2012,1358.996,20.5937,78.9629
India,South Asia,2013,1450.568,20.5937,78.9629
Singapore,Asia,2026,435.23,1.3521,103.8198
Nepal,South Asia,2010,8.071,28.3949,84.124
Mexico,North America,2012,1057.307,23.6345,-102.5528
Mexico,North America,2012,1105.757,23.6345,-102.5528
Fiji,Oceania,2011,3.749,-17.7134,178.065
India,South Asia,2011,1171.267,20.5937,78.9629
Estonia,Europe,2024,31.426,58.5953,25.0136
Singapore,Asia,2007,205.833,1.3521,103.8198
India,South Asia,2015,1611.029,20.5937,78.9629
Bhutan,South Asia,2007,2.366,27.5142,90.4336
Romania,Europe,2025,243.267,45.9432,24.9668
Belgium,Europe,2006,311.926,50.5039,4.4699
Bhutan,South Asia,2022,5.723,27.5142,90.4336
India,South Asia,2007,905.349,20.5937,78.9629
Algeria,Africa,2015,180.551,28.0339,1.6596
Bhutan,South Asia,2010,2.872,27.5142,90.4336
Costa Rica,Central America,2012,25.869,9.7489,-83.7534
Costa Rica,Central America,2007,24.265,9.7489,-83.7534
Singapore,Asia,2026,427.478,1.3521,103.8198
India,South Asia,2010,1166.73,20.5937,78.9629
Fiji,Oceania,2021,4.688,-17.7134,178.065
Nepal,South Asia,2023,16.171,28.3949,84.124
Fiji,Oceania,2016,4.323,-17.7134,178.065
India,South Asia,2013,1383.902,20.5937,78.9629
Estonia,Europe,2018,26.354,58.5953,25.0136
India,South Asia,2009,969.842,20.5937,78.9629
India,South Asia,2023,3185.363,20.5937,78.9629
Estonia,Europe,2020,30.378,58.5953,25.0136
Nepal,South Asia,2014,9.417,28.3949,84.124
Estonia,Europe,2016,26.26,58.5953,25.0136
Romania,Europe,2012,169.801,45.9432,24.9668
Nepal,South Asia,2006,6.34,28.3949,84.124
Mexico,North America,2017,1250.376,23.6345,-102.5528
Mexico,North America,2017,1229.233,23.6345,-102.5528
Romania,Europe,2019,212.178,45.9432,24.9668
Singapore,Asia,2012,256.423,1.3521,103.8198
Fiji,Oceania,2014,4.066,-17.7134,178.065
Singapore,Asia,2026,401.905,1.3521,103.8198
Estonia,Europe,2015,24.917,58.5953,25.0136
India,South Asia,2020,2528.733,20.5937,78.9629
Romania,Europe,2022,229.571,45.9432,24.9668
India,South Asia,2005,780.086,20.5937,78.9629
Mexico,North America,2026,1334.657,23.6345,-102.5528
Nepal,South Asia,2025,15.278,28.3949,84.124
Fiji,Oceania,2006,3.02,-17.7134,178.065
Mexico,North America,2006,872.409,23.6345,-102.5528
India,South Asia,2006,823.2,20.5937,78.9629
Romania,Europe,2015,192.717,45.9432,24.9668
Bhutan,South Asia,2025,6.374,27.5142,90.4336
Estonia,Europe,2025,32.67,58.5953,25.0136
Estonia,Europe,2011,23.756,58.5953,25.0136
Fiji,Oceania,2015,4.581,-17.7134,178.065
Mexico,North America,2007,1001.877,23.6345,-102.5528
Belgium,Europe,2007,288.264,50.5039,4.4699
India,South Asia,2007,868.431,20.5937,78.9629
India,South Asia,2018,2148.563,20.5937,78.9629
Algeria,Africa,2019,182.162,28.0339,1.6596
Costa Rica,Central America,2018,31.831,9.7489,-83.7534
Nepal,South Asia,2014,9.651,28.3949,84.124
Bhutan,South Asia,2014,3.641,27.5142,90.4336
Estonia,Europe,2010,25.12,58.5953,25.0136
Fiji,Oceania,2005,3.255,-17.7134,178.065
Algeria,Africa,2021,184.763,28.0339,1.6596
Bhutan,South Asia,2017,4.333,27.5142,90.4336
Algeria,Africa,2021,211.146,28.0339,1.6596
Algeria,Africa,2010,170.728,28.0339,1.6596
Algeria,Africa,2025,196.82,28.0339,1.6596
Bhutan,South Asia,2011,2.879,27.5142,90.4336
Nepal,South Asia,2015,10.268,28.3949,84.124
Singapore,Asia,2022,371.877,1.3521,103.8198
Romania,Europe,2013,166.082,45.9432,24.9668
Mexico,North America,2010,1016.674,23.6345,-102.5528
Singapore,Asia,2013,263.324,1.3521,103.8198
Nepal,South Asia,2011,8.148,28.3949,84.124
Fiji,Oceania,2005,3.065,-17.7134,178.065
Romania,Europe,2011,158.595,45.9432,24.9668
Nepal,South Asia,2024,15.567,28.3949,84.124
Fiji,Oceania,2018,4.327,-17.7134,178.065
Costa Rica,Central America,2006,23.608,9.7489,-83.7534
Bhutan,South Asia,2011,3.02,27.5142,90.4336
Bhutan,South Asia,2018,4.723,27.5142,90.4336
Costa Rica,Central America,2008,22.712,9.7489,-83.7534
Estonia,Europe,2018,28.396,58.5953,25.0136
Nepal,South Asia,2022,14.835,28.3949,84.124
India,South Asia,2017,1956.005,20.5937,78.9629
Romania,Europe,2022,214.72,45.9432,24.9668
Fiji,Oceania,2007,3.382,-17.7134,178.065
Costa Rica,Central America,2026,37.264,9.7489,-83.7534
Bhutan,South Asia,2010,2.98,27.5142,90.4336
Costa Rica,Central America,2024,34.937,9.7489,-83.7534
